name,isAdmin,logo,banner,description,tagLine,followerCount,website,domain,industry,companySize,type,founded,companyAddress,mainCompanyID,industryCode,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,headquarters,specialties,relatedCompanies1,relatedCompanies2,relatedCompanies3,relatedCompanies4,relatedCompanies5,relatedCompanies6,relatedCompanies7,relatedCompanies8,relatedCompanies9,relatedCompanies10,relatedCompanies11,relatedCompanies12,relatedCompanies13,relatedCompanies14,relatedCompanies15,relatedCompanies16,error,phone
MS Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQFq5ZbebRSiDA/company-logo_400_400/0/1519906185665?e=1646265600&v=beta&t=zKvRjKSsC1hypGehI_b4WY1L4tp1iXa-rOnW99vow_Q,https://media-exp1.licdn.com/dms/image/C4E1BAQHyb8ZfLC1cZg/company-background_10000/0/1629471524518?e=1637996400&v=beta&t=K4dknIM7vzsy9otBzPU7Jo0phy2LpPmE8JADhiMlF3M,"MS Companies is bridging the gap between the manufacturing industry and the rapidly growing tech field. As a data-driven technology company we provide our customers with workforce solutions to increase efficiencies, while also serving as a gateway to the gig economy. 

We utilize predictive analytics on our database of over 200,000 talent profiles to identify ideal employees for our customers. Not only can we identify ideal candidates, but also instantly communicate with them through our employee engagement technology. 

An ISO (International Organization for Standardization)-9001:2008 certified company, MS Companies is one of the fastest-growing privately held firms in the U.S. Today, MS Companies partners with hundreds of leading manufacturers throughout its 14-state operating network, specifically those within the automotive, food manufacturing, oil and gas industries.
","Work smarter, work faster, and become more efficient.",24794,http://www.mscompanies.com,mscompanies.com,Information Technology & Services,"10,001+ employees",Privately Held,1999,,594141,96,https://www.linkedin.com/sales/company/594141/,1504,MS Companies,https://www.linkedin.com/company/ms-companies/,2021-11-26T06:20:48.765Z,https://www.linkedin.com/company/ms-companies/,"Indianapolis, Indiana","Inspection & Containment, Contract Employee, Value Added Product Services, Full Warehouse &  Logistics, Workforce Solutions, and Technology",https://www.linkedin.com/company/hackd/,https://www.linkedin.com/company/zinc-partners-llc/,https://www.linkedin.com/company/lowe's-home-improvement/,https://www.linkedin.com/company/spglobal/,https://www.linkedin.com/company/warner-bros--entertainment/,https://www.linkedin.com/company/watcocompanies/,https://www.linkedin.com/company/novatechnet/,https://www.linkedin.com/company/westrockcompany/,https://www.linkedin.com/company/rowan-companies/,https://www.linkedin.com/company/trc-companies-inc/,,,,,,,,
UICGS / Bowhead Family of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C560BAQHo-bC_UTpfdA/company-logo_400_400/0/1519889009765?e=1646265600&v=beta&t=_mz0Y3C8cKmfI7c0HWhcGL3A_Ptw_hCk4nOTf3hJXTc,https://media-exp1.licdn.com/dms/image/C4D1BAQEVmb0KszczRw/company-background_10000/0/1627593816837?e=1637996400&v=beta&t=lWI1Z7vbTJ2gLI39Eu8sYLKyLTuIb0y54ZX16piMRuM,"UIC Government Services (UICGS) and its Bowhead family of companies are a division of Ukpeaġvik Iñupiat Corporation (UIC), an Alaskan Native Corporation (ANC).   UIC is one of the largest ANC’s in Alaska, and combined with UICGS/Bowhead, we offer a wide variety of services to defense and civilian government agencies that reach across multiple disciplines, the U.S., and the world.  With our excellent management team and great range of services in areas of Information Technology, Logistics & Marine, Manufacturing & Products, Program Management and Operations, Systems & Technology, we provide over 250 contracts worldwide with innovative business solutions in areas such as engineering, maintenance services, information technology, program support, logistics/base support, and procurement. Collectively, our 3,500+ employees of the Bowhead family of companies, UIC, UIC Government Services, UIC Government Construction, and UIC Commercial remain committed to delivering quality results to ensure our customers’ success. Headquartered in Virginia, we are a fast-growing, multi-million-dollar corporation consistently recognized as one of the top 25 8(a) certified small business companies for government contracting.",Committed to your Success!,14049,http://www.bowheadsupport.com,bowheadsupport.com,Information Technology & Services,"1,001-5,000 employees",Privately Held,1999,,1284978,96,https://www.linkedin.com/sales/company/1284978/,1076,UICGS / Bowhead Family of Companies,https://www.linkedin.com/company/bowheadfamilyofcompanies/,2021-11-26T06:21:00.141Z,https://www.linkedin.com/company/bowheadfamilyofcompanies/,"Springfield, Virginia","Information Technology, Logistics, Program Management, Systems & Technology, Science, Engineering, Cyber Security, Data Management, Telecommunications, Test and Evaluation, Advisory & Assistance Services, Modeling & Simulation Software, Training & Simulation, Test & Evaluation, Product Manufacturing Build to Print, OEM Production, Marine Operations and Services, Distribution and Warehouse Management, Acquisition Management, and Mission Assurance (Risk) Management",https://www.linkedin.com/company/booz-allen-hamilton/,https://www.linkedin.com/company/uic-commercial-services/,https://www.linkedin.com/company/saicinc/,https://www.linkedin.com/company/caci-international-inc/,https://www.linkedin.com/company/lockheed-martin/,https://www.linkedin.com/company/barbourabiopenings/,https://www.linkedin.com/company/mantech/,https://www.linkedin.com/company/bowhead-specialty-underwriters/,https://www.linkedin.com/company/leidos/,https://www.linkedin.com/company/uiconefamilyofcompanies/,,,,,,,,
SLASSCOM (Sri Lanka Association for Software and Services Companies),FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQGEa8kwdFgVKw/company-logo_400_400/0/1519922906617?e=1646265600&v=beta&t=GbauBCzFusreDIUqwWIQTD9ZFr2Fvr8ehLfv3_h31w8,https://media-exp1.licdn.com/dms/image/C561BAQHJjm2nxxPG4g/company-background_10000/0/1637299256669?e=1637996400&v=beta&t=EMDkrg9eLw8-SEuQ9lBJy6ZaSqQk7jpjl7mZZ4KGBi8,"SLASSCOM (Sri Lanka Association for Software and Services Companies) is the national chamber for IT/BPM industry in Sri Lanka. SLASSCOM acts as the catalyst of growth for the Sri Lankan IT and BPO industry by facilitating trade and business, propagation of education and employment, encouragement of research and innovation, and by supporting the creation of a progressive national policy framework.",SLASSCOM acts as the catalyst of growth for the IT and BPM industry in Sri Lanka,13784,http://www.slasscom.lk,slasscom.lk,Information Technology & Services,11-50 employees,Nonprofit,2008,"No 31, Queens Road, Colombo 03,  00300, LK",565905,96,https://www.linkedin.com/sales/company/565905/,74,SLASSCOM (Sri Lanka Association for Software and Services Companies),https://www.linkedin.com/company/slasscom/,2021-11-26T06:21:10.252Z,https://www.linkedin.com/company/slasscom/,,,https://www.linkedin.com/company/99xio/,https://www.linkedin.com/company/syscolabssl/,https://www.linkedin.com/company/zone24x7/,https://www.linkedin.com/company/wso2/,https://www.linkedin.com/company/arimac-lanka/,https://www.linkedin.com/company/axiatadigitallabsatthelab/,https://www.linkedin.com/company/pearson-lanka/,https://www.linkedin.com/company/information-and-communication-technology-agency-of-sri-lanka/,https://www.linkedin.com/company/codegen/,https://www.linkedin.com/company/wileysrilanka/,,,,,,,,+94 114 062223
"The Bulldog Companies, LLC",FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQGlFcbTtJ-QIQ/company-logo_400_400/0/1519934344663?e=1646265600&v=beta&t=idOx6QLfL_8ioh0UUxXqKp9KJ7WnjQsTXYd9NWGhU-Q,https://media-exp1.licdn.com/dms/image/C4E1BAQHXlsJZsMaxrQ/company-background_10000/0/1521574142650?e=1637996400&v=beta&t=Xw8xlbmm8ZytOj_dqUBlMcYaJ9Yi3dHu5Gpi5NuyxIo,"https://www.youtube.com/watch?v=edwqiYJGfTc

The Bulldog Companies, we are a hybrid technical Consulting, Contracting & Staffing (headhunting) firm built for today's economy.  We lack legacy operating expenses and glut, these savings we pass onto our clients.  We work and live honestly and transparently in all that we do.  Our focus areas are in:  Software QA and UX, Technical Executive Placement, IT Security and Cloud Computing. Our clients are fed talent through the industry leading Bulldog Sourcing Engine, a compilation of technical services and partnerships.

BulldogQA and UX
Is our division focused on the delivery of quality software that exceeds the user experience expectations.  
BulldogCIO 
Is our division focused on the recruitment and placement of technology leaders: CIO, CTO, VP, and Director Level Technology Executives. We are the industry’s first website sourcing, profile based, search tool for active and passive job seekers.
BulldogCloud
Our focused delivery of enterprise class cloud computing solutions will help you to utilize a variety of cloud computing services, thus reducing IT costs while driving revenue; while improving privacy and security.

The Bulldog Sourcing Engine:
The Bulldog Sourcing Engine can deliver talent within any discipline. 
The 5-tier sourcing delivery options are:
 Contracting / Consulting / Best Available Talent 
 Direct Placement
 Contract-to-Hire
 Managed Technical Solution
 Lowest Cost Alternative – International

Technical Teams Who Deliver!",,3335,http://www.thebulldogcompanies.com,thebulldogcompanies.com,Information Technology & Services,"10,001+ employees",Privately Held,2009,"1 The Cloud, Victoria, MN 55386, US",728295,96,https://www.linkedin.com/sales/company/728295/,6,"The Bulldog Companies, LLC",https://www.linkedin.com/company/the-bulldog-companies-llc/,2021-11-26T06:21:21.339Z,https://www.linkedin.com/company/the-bulldog-companies-llc/,"Victoria, MN","IT Sourcing, IT Sales, IT Solutions, Cloud Computing, IT Governance and QA, HP Training and QA Software Sales, Software Test Lab - Virtual, Testing as a Service, Technical Executive Placement, and Cloud Computing Decisions",https://www.linkedin.com/company/thebulldog/,https://www.linkedin.com/company/bulldogpipe/,https://www.linkedin.com/company/bulldog-digital-media/,https://www.linkedin.com/company/target/,https://www.linkedin.com/company/nicklaus-companies/,https://www.linkedin.com/company/codeforces01/,https://www.linkedin.com/company/affinity-mortgages/,https://www.linkedin.com/company/snowcompanies/,https://www.linkedin.com/company/the-boelter-companies-inc-/,https://www.linkedin.com/company/ovative-group/,,,,,,,,
Gateway Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQGNxJp3UNOC5Q/company-logo_400_400/0/1628253182901?e=1646265600&v=beta&t=LxXDdtQACBYvb1aY_6_OgstKj4RfxfJahYfE2rXfCQI,https://media-exp1.licdn.com/dms/image/C4E1BAQGr8NNnJo2DAg/company-background_10000/0/1624598883579?e=1637996400&v=beta&t=JA24fw8MHY7zBJwN5cLfsK1N1TTA23oBajeEeNhIwgc,"The Gateway Group of Companies is a privately held global enterprise, headquartered in India and The Netherlands. The Group comprises of 20 independent operating companies across 16 countries.

Over the last 24 years of Technology excellence, the Group has etched an enviable record of 80% client retention, in some of the most complex, non-English speaking markets, where we ensure that technology remains at the forefront of our clients’ business to achieve strategic differential advantage over their competition.

Gateway Group was established in the year 1997 with a singular mission to help our customers win in the markets they operate in. With a collective wisdom of founders together with a unique team, we went on spreading our wings across the globe with specific customer winning stories. Today, we have clientele from across 30+ countries, growing consistently month by month.",Transforming enterprises through digital innovation.,26684,https://thegatewaycorp.com,https://thegatewaycorp.com,Information Technology & Services,"1,001-5,000 employees",Privately Held,1997,,14440197,96,https://www.linkedin.com/sales/company/14440197/,744,Gateway Group of Companies,https://www.linkedin.com/company/thegatewaycorp/,2021-11-26T06:21:32.197Z,https://www.linkedin.com/company/thegatewaycorp/,"Ahmedabad, Gujarat","digital, enterprise transformation, technology, software services, IT services, fintech, automotive tech, AI & Analytics, Interactive, Intelligent Process Automation, Digital Transformation, Core Modernization, Cloud Enablement, and Industry & Platform Solutions",https://www.linkedin.com/company/autofacets/,https://www.linkedin.com/company/gateway/,https://www.linkedin.com/company/the-gateway-digital/,https://www.linkedin.com/company/tatvasoft/,https://www.linkedin.com/company/cygnet-infotech/,https://www.linkedin.com/company/crest-data-systems/,https://www.linkedin.com/company/tata-consultancy-services/,https://www.linkedin.com/company/dilx/,https://www.linkedin.com/company/evosys/,https://www.linkedin.com/company/infostretch/,,,,,,,,
DUNE Tech Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQGMjAOKZY2RGA/company-logo_400_400/0/1631611740445?e=1646265600&v=beta&t=3wsUiKVj49UxR-GjR5fNjVdaWFaDsTZCpd3hZQCUHUE,https://media-exp1.licdn.com/dms/image/C4E1BAQHOJBv-CG11_w/company-background_10000/0/1603380824953?e=1637996400&v=beta&t=DOfUdTZ53uVo7wp6tQxdLdGYFolyUH5aHXk1g7rdnKM,"Le nostre aziende: 

TRILOG - Servizi su SAP -  www.trilog.it
DUNED - Digital Transformation - www.duned.it
KMD - Master Dealer - www.kmd.it
DOT - Servizi su SalesForce - www.digitalonthings.com
NESTOR - Software Lab - www.nestorlab.it 

Il portfolio del gruppo Dune opera nei seguenti settori: 

- Servizi e consulenza IT
- Analisi Big Data
- Sviluppo Software
- Outsourcing  
- Staffing Progetti IT
- Customer Engagement
- Digital Marketing
- Distribuzione di servizi di telecomunicazione 
","""Una rete di Aziende tecnologiche. Un team di Imprenditori specializzati nella tecnologia e nell'innovazione "" 
",1368,http://www.dune.it,dune.it,Information Technology & Services,51-200 employees,Privately Held,2016,"IT | Milan,   IT",11081155,96,https://www.linkedin.com/sales/company/11081155/,19,DUNE Tech Companies,https://www.linkedin.com/company/dune-srl/,2021-11-26T06:21:42.884Z,https://www.linkedin.com/company/dune-srl/,,"IT services, Holding, Financial services, Venture Capital, Telecommunication, Logistics Consulting, SAP Consulting, IT Consulting, Digital Transformation, Software Development, Joint venture, Staffing, Recruiting, Investment management, and Private Equity",https://www.linkedin.com/company/duned/,https://www.linkedin.com/company/dune/,https://www.linkedin.com/company/trilogsrl/,https://www.linkedin.com/company/dunelaw/,https://www.linkedin.com/company/trilog-s.p.a./,https://www.linkedin.com/company/mix-public-relations/,https://www.linkedin.com/company/kmdmasterdealer/,https://www.linkedin.com/company/tech-companies/,https://www.linkedin.com/company/wall-tech-companies/,https://www.linkedin.com/company/hi-tech-group-of-comapanies/,,,,,,,,
Freedom ERP System for Management of Construction Companies - برنامج الحرية لإدارة شركات المقاولات,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQHiTu5CX9rsxw/company-logo_400_400/0/1519914877176?e=1646265600&v=beta&t=MDyzk5wM7w_qFrpRAKRJvN6HOAHvccF2xBpnxb7LBwE,https://media-exp1.licdn.com/dms/image/C4E1BAQHqhgIdgIj7yg/company-background_10000/0/1552989715514?e=1637996400&v=beta&t=0_iXnD2IVTZOtO4HASzZYfSIDH6hsvAHBQRUspRl69A,برنامج الحرية لإدارة شركات المقاولات والإستثمار العقاري عبر الإنترنت والتحكم في جميع فروع الشركة في أنحاء العالم ومشاريع كل فرع من بداية المشروع وإدراة الحسابات والمخازن والموقف التنفيذي والمبيعات والتحكم الكامل في المشروع عن طريق إدارة مدير الفرع ومهندس المشروع والمدير المالي ومحاسب المشروع حتي النهاية وإستخراج التقارير بصفة دورية لرئيس مجلس الإدارة,www.freedomerp.info,1417,http://www.freedomerp.info,freedomerp.info,Information Technology & Services,2-10 employees,Public Company,2010,"Cairo, C  EG",3101256,96,https://www.linkedin.com/sales/company/3101256/,132,Freedom ERP System for Management of Construction Companies - برنامج الحرية لإدارة شركات المقاولات,https://www.linkedin.com/company/freedom-erp/,2021-11-26T06:21:53.307Z,https://www.linkedin.com/company/freedom-erp/,"Cairo, C",,https://www.linkedin.com/company/dotuidarabia/,https://www.linkedin.com/company/ihc-construction-companies-llc/,https://www.linkedin.com/company/ghphipps/,https://www.linkedin.com/company/kduworld/,https://www.linkedin.com/company/alhumam-gp/,https://www.linkedin.com/company/heritage-construction-companies/,https://www.linkedin.com/company/profiledesignco/,https://www.linkedin.com/company/weddlebros/,https://www.linkedin.com/company/ethar/,https://www.linkedin.com/company/civic-construction-co-inc-/,,,,,,,,2.01002E+11
OGECO - Design Engineering & Consulting Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQHAdD4bj9y4Kw/company-logo_400_400/0/1609778633729?e=1646265600&v=beta&t=JxtHhqyZQlKQwmDudO764WS3iL-_8HLJtnd1BnqrphI,https://media-exp1.licdn.com/dms/image/C4D1BAQEDmMegQauPqw/company-background_10000/0/1604142170722?e=1637996400&v=beta&t=tTQSRqTWnl_cWVxLuvs4jfyROJDEePfw6ZcgekOjcCM,"TERMINALS & STORAGES FOR LPG & PETROCHEMICALS
Since last century DEC (Design Engineering & Consulting S.A.) and it's Sister Company OGECO S.A., are a Belgian Public Limited Liability Company, active in the design, procurement & construction of industrial projects.
DEC team includes engineers, designers and technicians having notably a large experience and understanding in the Oil & Gas and especially in LPG sector.

DEC was founded in Belgium in 1993 as Design Engineering & Consulting and has grown to become a global organisation, with offices in Belgium, France, Bangladesh, Tunisia, Burkina Faso, Ivory Coast & Nigeria.",The RIGHT PARTNER for your PROJECTS,214,http://dec-intl.com,dec-intl.com,Oil & Energy,51-200 employees,Public Company,1993,,69481611,57,https://www.linkedin.com/sales/company/69481611/,7,OGECO - Design Engineering & Consulting Group of Companies,https://www.linkedin.com/company/dec-intl/,2021-11-26T06:22:06.629Z,https://www.linkedin.com/company/dec-intl/,"Charleroi, Walloon Region","Engineering, Procurement, Construction, Oil&Gas, LPG Terminals, EPC, and Consultancy",https://www.linkedin.com/company/design-engineering-products---dec/,https://www.linkedin.com/company/design-&-construction-engineering---dec/,https://www.linkedin.com/company/parlym/,https://www.linkedin.com/company/bebimenergies/,https://www.linkedin.com/company/thin-section-lab/,https://www.linkedin.com/company/corail-invest/,https://www.linkedin.com/company/consultime-maroc/,https://www.linkedin.com/company/aero-controls-pty/,https://www.linkedin.com/company/red-orange-consulting/,https://www.linkedin.com/company/ogecom-s-a-r-l/,,,,,,,,+32 71 34 83 70
The Gerson Companies,FALSE,https://media-exp1.licdn.com/dms/image/C510BAQH30ClRE3ekcg/company-logo_400_400/0/1519899407513?e=1646265600&v=beta&t=sXrFQ9Iov2ZMSbRYmIOhhWcYFS3Ih14O_Jqrdb8kQe0,,"We are an importer of home decor, gift, and seasonal products for retailers. We are based in Olathe Kansas, have logistic offices in Hong Kong and China, and can ship internationally. We showcase our product lines annually in over 10 markets across the country including four permanent showrooms - Olathe, Atlanta, Las Vegas and Hong Kong. Information about our largest brands are below. 

Gerson International – GIL products are designed, imported, and distributed into two complete lines prebooked of seasonal merchandise (Fall/Christmas & Spring/Summer). 

Sterling Christmas - Sterling Christmas is your one-stop shop for everything Christmas related. 

The GG Collection – This product line and offers high-end durable and unique kitchen, outdoor, bathroom, and other home decor accessories. 

Everlasting Glow Candles, Lanterns, Light Strings & Lighted Branches – This extended product line includes LED products for indoor, outdoor and submersible use! 

Lone Elm Studios – Products in this line are made to functional with your everyday needs.

Future retail customers! Fill out our online customer application, http://gersoncompany.com/new-account-request.

Consumers! Please search for our product brand names at a local retailer near you.",,1307,http://www.gersoncompany.com,gersoncompany.com,Import & Export,51-200 employees,Privately Held,1942,,1056126,134,https://www.linkedin.com/sales/company/1056126/,112,The Gerson Companies,https://www.linkedin.com/company/gerson-international/,2021-11-26T06:22:18.692Z,https://www.linkedin.com/company/gerson-international/,"Olathe, KS","Seasonal international pre-book program, Environmentally friendly products, High-end kitchen, outdoor, bathroom, & other home decor accessories, and LED candles, lighted branches, & globes",https://www.linkedin.com/company/midwest-cbk/,https://www.linkedin.com/company/mud-pie-llc/,https://www.linkedin.com/company/tag-ltd/,https://www.linkedin.com/company/three-hands-corp/,https://www.linkedin.com/company/giftcraft/,https://www.linkedin.com/company/raz-imports-inc/,https://www.linkedin.com/company/design-imports/,https://www.linkedin.com/company/accent-decor-inc./,https://www.linkedin.com/company/two's-company/,https://www.linkedin.com/company/onecoast/,,,,,,,,
SG Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQHfdiwzKFzKvQ/company-logo_400_400/0/1535134637308?e=1646265600&v=beta&t=d2dtsqGIl7BB4NjH4rFQywgWeQsCUQkwwB3TNcuXcvU,,"SG Footwear ● SGI Apparel Group ● Rugged Shark

From humble beginnings in 1896 as a domestic manufacturer in the New York metropolitan area, to the wide-reaching, multi-national corporation it is today, the SG Companies continues to thrive by using decades of experience and history as the foundation for new growth, new product expansions, and successful adaptation to macro-economic trends and opportunities. 

Today, each of the three divisions of the SG Companies thrive in their respective retail areas of expertise and cover the market landscape with product,  sold both domestically and abroad.",,978,http://www.thesgcompanies.com,thesgcompanies.com,Import & Export,51-200 employees,Privately Held,1896,,148247,134,https://www.linkedin.com/sales/company/148247/,62,SG Companies,https://www.linkedin.com/company/sg-footwear/,2021-11-26T06:22:32.010Z,https://www.linkedin.com/company/sg-footwear/,"Hackensack, NJ","Seasonal Footwear - Slippers and Sandals, Children's Sleepwear and Apparel, Men's Casual Footwear, mens boat shoes, rubber boots, licensed footwear, licensed sleepwear, and private label footwear",https://www.linkedin.com/company/the-sg-companies/,https://www.linkedin.com/company/sg-companies-inc/,https://www.linkedin.com/company/sg-company-spa/,https://www.linkedin.com/company/movado-group-inc/,https://www.linkedin.com/company/sgcomppartners/,https://www.linkedin.com/company/ground-up-international/,https://www.linkedin.com/company/thisistrevco/,https://www.linkedin.com/company/sg-capital-group/,https://www.linkedin.com/company/clarks/,https://www.linkedin.com/company/gina-group/,,,,,,,,
Labh Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQHcdNyjrdjtLQ/company-logo_400_400/0/1604582604606?e=1646265600&v=beta&t=9q7ndk1wTjE6n4I1u5UEihDKnum9sFLvHyyGJ4HckYg,https://media-exp1.licdn.com/dms/image/C4E1BAQHLf0kwGdevEQ/company-background_10000/0/1626434602033?e=1637996400&v=beta&t=RrWwz7IKfHVC2QdVGxU1z7uGFGv988_bHxGnongqGhQ,"WE HELP OUR CUSTOMERS WRITE THEIR FUTURE!

Labh Group is a global leader in providing next-gen turnkey solutions to 20+ industries in more than 100 countries across the globe. In our journey of 30 years, we have helped our customers set up over 10,000 industries ranging from start-ups to multinationals.

With every project we take on, irrespective of size, complexity, or geography, we commit excellent resources, best people, complete know-how and innovative technology to deliver a successful outcome every single time!  

****************************************************

LabhAbility - FROM START TO FINISH AND EVERYTHING IN BETWEEN!

LabhAbility is our unique ability of providing end-to-end solutions for all your needs. Our solutions include everything, starting with conceptualization of the project, detailed engineering, delivery of plant and machinery, supply of critical raw materials and consumables, installation and commissioning, upgradation and digitization, technical and management consultation and more to solve the complex needs of every project.

Our Five-Step process guarantees your success, always!

1.	Define – Discuss and understand your needs
2.	Design – Prepare the best solutions for you
3.	Deliver – Handle complete logistics and ensure timely delivery of goods
4.	Upgrade – Keep you updated with latest technology 
5.	Support – Lifetime prompt and efficient support 

****************************************************

EMPOWERING BUSINESSES FOR A BETTER WORLD

We are serving diverse industries spanning across food processing, agriculture, plastics, chemicals, metals, healthcare, packaging and other industries offering complete turn-key solutions including advanced engineering, industry 4.0 solutions, digital transformation and expert consultancy. 

With our depths of knowledge, unique ideas and technical expertise we deliver enduring results for the most demanding to the most distant customer across the globe, all at the most optimal costs.",Global leader in providing next-generation turn-key solutions for 20+ diverse industries across to 100+ countries.,3477,http://www.labhgroup.com,labhgroup.com,Import & Export,51-200 employees,Privately Held,1991,"Sarthik Square, Next To Grand Bhagwati,  S G Highway, Ahmedabad, Gujarat 380055, IN",1203173,134,https://www.linkedin.com/sales/company/1203173/,22,Labh Group of Companies,https://www.linkedin.com/company/labhgroupindia/,2021-11-26T06:22:44.884Z,https://www.linkedin.com/company/labhgroupindia/,"Ahmedabad, Gujarat","Technology, Automation, Engineering, Consultancy, Manufacturing, Packaging, Food Processing, Robotics, Digital Transformation, Internet of Things (IoT), Metals, Chemicals, Agro Processing, Agriculture, IT Solutions, Pharmaceutics, Healthcare, Textiles, Paper, and Automobile & Transportation",https://www.linkedin.com/company/kratosfoodspvtltd/,https://www.linkedin.com/company/labh-projects-private-limited/,https://www.linkedin.com/company/labh-group/,https://www.linkedin.com/company/labhsoftwarepvtltd/,https://www.linkedin.com/company/tata-motors/,https://www.linkedin.com/company/intas-pharmaceuticals/,https://www.linkedin.com/company/zyduscadila/,https://www.linkedin.com/company/labh-and-associates/,https://www.linkedin.com/company/annayafashions/,https://www.linkedin.com/company/labh-tree-consulting-pvt.-ltd.-formerly-career-alliances-/,,,,,,,,-66611876
American River Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQHhyNDqe9vvaw/company-logo_400_400/0/1519905939782?e=1646265600&v=beta&t=9tynwBo3yiXVjQAhBtfE3pSapTCN8ekw3oVXHhkj0ss,,"The American River Group of Companies provides Global Trade Compliance Consulting, Education & Training, International Freight Forwarding, Customs Brokerage Services and I/T Solutions software.

The World Academy, our Global Trade Compliance, Consulting Education & Training division, provides Professional Consulting Services for Global Trade Compliance and offers informed compliance formal education and training programs.  All of our programs can help you gain a competitive advantage in today's ever changing global trade economy.  

Our classes are offered as public seminars, in conjunction with trade associations and global trade organizations or tailored on-site programs to fit your needs.  We have Informed Compliance Certifications to meet government regulatory requirements on an annual basis and we offer Annual Global Security Supply Chain certifications.

International Freight Forwarding, Customs Brokerage, 24/7/365 operation

I.T. Solutions - Compliant One Application (Denied Party Screening) - Web based application

Visit our website www.americanrivergroup.com or call us 877.265.0070",,243,http://www.americanrivergroup.com,americanrivergroup.com,Import & Export,51-200 employees,Partnership,1982,,3126045,134,https://www.linkedin.com/sales/company/3126045/,21,American River Group of Companies,https://www.linkedin.com/company/the-world-academy/about/,2021-11-26T06:23:04.652Z,https://www.linkedin.com/company/the-world-academy/,"Woodbridge, NJ","Global Trade Compliance Training, Global Trade Compliance Consulting, International Freight Forwarding, Customs Brokerage, IT Solutions, INCOTERMS Training, HTS Training, Drawback Assistance, C-TPAT Assistance, Tracking and Tracing Services, and Import/Export Compliance",https://www.linkedin.com/company/american-river-logistics/,https://www.linkedin.com/company/american-companies/,https://www.linkedin.com/company/the-delco-group/,https://www.linkedin.com/company/acecnational/,https://www.linkedin.com/company/leeds-city-council/,https://www.linkedin.com/company/mid-america-overseas-inc./,https://www.linkedin.com/company/bristol-myers-squibb/,https://www.linkedin.com/company/ahs-cargowise/,https://www.linkedin.com/company/dermavant-sciences/,https://www.linkedin.com/company/komodo-health/,,,,,,,,
Ronak Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQFNN3ofGSVfsg/company-logo_400_400/0/1519887475434?e=1646265600&v=beta&t=-TqI7vfXxMzYEf3JmJl25ffwGSh-d4Sgp3WWuPKAUW8,https://media-exp1.licdn.com/dms/image/C4E1BAQHqpw7CWC2gXA/company-background_10000/0/1604664578061?e=1637996400&v=beta&t=z7Hni0kZxYbuyInD1iDg3jrnLdHErXCePgSN_b3DNrw,"Ronak Group is the fastest growing Conglomerates Global Business Group offering  multiple services at one stop. Expertise in recognizing new clients, suppliers and business accomplices has made Ronak Group a reliable and trustworthy brand across the countries. Ronak Group is expanding its scope and capabilities to serve its clients over the globe at an incredible fast pace.
Ronak Group operates a diverse portfolio spanning a variety of solutions for any kind of products, services, Technical know-how, joint ventures, turnkey projects, financial solutions and many more.
Since its inception in 1976, from last two decades, Ronak Group has been making persistent endeavours in setting up a forte in the world of marketing network in many countries across the globe, dealing in various segments.
Ronak Group believes in commitment and provides smooth and simple accessibility to its customers by providing reliable procurement solutions for various diversified requirements in the field of healthcare, information and entertainment, environmental technologies and numerous different businesses. In a nut shell, RG assists in the strategic planning of the various diversified ventures undertaken for specific stints. Also, RG's constant efforts to serve the customers have resulted in a remarkable expansion. 
",Ronak Group is the fastest growing Conglomerates Global Business Group offering multiple services at one stop.,1153,http://www.ronakgroup.net,ronakgroup.net,Import & Export,"501-1,000 employees",Privately Held,1976,"Ronak House, Sant Kabir Road, Gendi Gate, VADODARA, GUJARAT 390001, | Vadodara,   IN",13359606,134,https://www.linkedin.com/sales/company/13359606/,72,Ronak Group of Companies,linkedin.com/company/ronakgroupindia/,2021-11-26T06:23:16.730Z,https://www.linkedin.com/company/ronakgroupindia/,"VADODARA, GUJARAT","Import, Export, Healthcare, Skin care, Hair care, and Granite, Marble,Tiles",https://www.linkedin.com/company/ronak-exim-private-ltd/,https://www.linkedin.com/company/ronak-rocks-private-limited/,https://www.linkedin.com/company/ronak-pharma-private-limited/,https://www.linkedin.com/company/ronak-software-group/,https://www.linkedin.com/company/ronak-healthcare-private-limited/,https://www.linkedin.com/company/sheravhk/,https://www.linkedin.com/company/mohinani-group/,https://www.linkedin.com/company/sherav-buildingmaterials/,https://www.linkedin.com/company/ronak-optik-india-private-limited/,https://www.linkedin.com/company/induve-sa/,,,,,,,,+91 7573012537
